Cliente_ID,Idade,Renda_Mensal,Score_Credito,Produto,Valor_Operacao,Estado,Status,Data_Operacao,Canal,Tempo_Relacionamento_Meses
10788,65,7757.42,730,Consignado,34314.1,BA,Adimplente,2022-05-15,Correspondente Bancário,26
10789,46,2510.34,850,Empréstimo Pessoal,1294.25,RS,Adimplente,2023-05-26,Telefone,70
10790,30,3579.84,540,Empréstimo Pessoal,9277.78,RS,Adimplente,2023-05-03,Correspondente Bancário,59
10791,63,3804.58,850,Seguro,867.07,RJ,Adimplente,2023-09-27,Digital,81
10792,52,1947.46,710,Investimento,3698.13,SP,Adimplente,2022-05-29,Agência,110
10793,23,5065.15,520,Empréstimo Pessoal,17440.17,PR,Inadimplente,2022-04-22,Telefone,54
10794,35,5427.81,850,Financiamento Veicular,54720.83,SP,Adimplente,2023-09-02,Telefone,74
10795,68,4621.17,709,Financiamento Veicular,75546.19,CE,Adimplente,2022-11-03,Telefone,42
10796,22,1919.5,751,Conta Corrente,758.44,GO,Adimplente,2022-03-08,Digital,38
10797,64,8966.77,610,Previdência,993.81,SP,Adimplente,2022-08-03,Telefone,90
10798,42,6098.46,531,Investimento,28996.99,RS,Adimplente,2023-06-26,Digital,12
10799,19,10268.44,675,Previdência,1140.58,PR,Adimplente,2022-09-23,Telefone,68
10800,27,3389.78,850,Conta Corrente,519.71,PE,Adimplente,2023-05-20,Correspondente Bancário,104
10801,47,6915.76,604,Financiamento Veicular,61058.16,GO,Adimplente,2022-01-02,Agência,16
10802,67,6558.55,646,Empréstimo Pessoal,48629.75,MG,Adimplente,2023-09-23,Digital,54
10803,62,4418.85,850,Seguro,1340.62,SP,Adimplente,2022-01-12,Telefone,82
10804,22,7822.1,605,Investimento,39719.58,PR,Adimplente,2023-06-03,Telefone,71
10805,50,4189.18,727,Conta Corrente,685.84,BA,Adimplente,2023-08-06,Digital,79
10806,18,4278.22,782,Empréstimo Pessoal,14809.63,SC,Adimplente,2023-11-20,Agência,62
10807,35,1000.0,620,Previdência,1222.24,BA,Adimplente,2023-07-04,Agência,115
10808,49,5818.06,696,Conta Corrente,927.79,MG,Adimplente,2023-06-18,Correspondente Bancário,39
10809,64,2348.98,749,Conta Corrente,208.26,MG,Adimplente,2022-12-29,Digital,9
10810,66,3898.56,590,Financiamento Veicular,37044.91,SP,Adimplente,2023-07-02,Digital,108
10811,28,2947.56,772,Financiamento Veicular,27179.63,RS,Adimplente,2022-11-12,Correspondente Bancário,91
10812,38,4267.54,568,Conta Corrente,413.87,PR,Adimplente,2022-09-01,Telefone,48
10813,43,5887.76,549,Previdência,824.21,SC,Adimplente,2022-04-25,Telefone,48
10814,42,5022.28,421,Empréstimo Pessoal,22843.82,BA,Inadimplente,2023-05-10,Digital,116
10815,39,6419.28,574,Financiamento Veicular,62608.67,SP,Adimplente,2022-12-02,Correspondente Bancário,19
10816,44,7531.26,528,Cartão de Crédito,861.0,SC,Inadimplente,2023-02-01,Agência,92
10817,66,4262.41,590,Cartão de Crédito,1035.02,SP,Adimplente,2022-03-31,Digital,43
10818,30,4042.87,742,Previdência,1280.87,GO,Adimplente,2022-11-16,Digital,3
10819,50,6915.46,391,Consignado,33964.63,RS,Inadimplente,2022-10-11,Agência,69
10820,51,7074.09,354,Conta Corrente,272.65,BA,Inadimplente,2022-04-28,Digital,2
10821,58,6481.18,538,Cartão de Crédito,1293.48,SP,Adimplente,2023-12-23,Telefone,103
10822,52,3095.64,719,Consignado,4236.89,RS,Adimplente,2022-12-13,Agência,70
10823,18,5845.31,693,Previdência,1206.1,SP,Adimplente,2022-04-19,Digital,50
10824,38,5218.94,535,Empréstimo Pessoal,10162.03,SP,Adimplente,2023-08-30,Correspondente Bancário,81
10825,65,7105.06,825,Previdência,998.5,RS,Adimplente,2023-11-18,Telefone,104
10826,23,3854.26,551,Cartão de Crédito,872.63,CE,Adimplente,2023-12-17,Correspondente Bancário,60
10827,45,1666.78,719,Cartão de Crédito,500.02,MG,Adimplente,2022-05-28,Correspondente Bancário,111
10828,34,6380.47,596,Consignado,18364.84,GO,Adimplente,2022-12-05,Correspondente Bancário,101
10829,22,1000.0,520,Conta Corrente,65.37,MG,Adimplente,2023-05-06,Digital,60
10830,48,3536.97,559,Financiamento Veicular,54288.62,SP,Adimplente,2022-04-16,Telefone,52
10831,22,2953.61,760,Cartão de Crédito,805.94,RJ,Adimplente,2023-02-15,Digital,76
10832,55,2940.13,704,Seguro,1321.92,SP,Adimplente,2023-01-29,Agência,9
10833,20,3501.94,795,Conta Corrente,784.31,SP,Adimplente,2022-12-17,Correspondente Bancário,70
10834,40,7434.75,704,Investimento,37228.99,SP,Adimplente,2023-05-14,Digital,15
10835,54,6641.11,408,Previdência,1733.03,RJ,Inadimplente,2023-02-20,Digital,9
10836,54,4496.54,850,Cartão de Crédito,777.96,PR,Adimplente,2022-03-04,Correspondente Bancário,12
10837,27,7267.25,706,Investimento,38096.81,SC,Adimplente,2023-04-09,Digital,69
10838,27,2875.41,727,Consignado,9243.65,RJ,Adimplente,2022-11-21,Correspondente Bancário,39
10839,36,2603.43,593,Consignado,28313.03,PE,Adimplente,2022-04-02,Correspondente Bancário,75
10840,34,6727.19,817,Empréstimo Pessoal,57174.53,RS,Adimplente,2022-03-05,Correspondente Bancário,48
10841,38,6159.29,486,Empréstimo Pessoal,7646.94,SP,Adimplente,2022-02-01,Telefone,31
10842,31,4079.47,741,Seguro,1437.82,PR,Adimplente,2023-02-20,Correspondente Bancário,49
10843,26,2729.08,338,Seguro,1212.31,MG,Inadimplente,2023-01-29,Agência,108
10844,63,7919.46,752,Conta Corrente,288.47,SC,Adimplente,2022-05-09,Agência,18
10845,18,1559.79,488,Empréstimo Pessoal,3102.04,SP,Adimplente,2023-11-05,Digital,56
10846,68,3803.15,692,Financiamento Veicular,70909.93,SP,Adimplente,2023-12-14,Correspondente Bancário,78
10847,62,5457.15,850,Seguro,1264.12,RS,Adimplente,2023-04-06,Correspondente Bancário,50
10848,30,8604.33,773,Conta Corrente,604.57,SP,Adimplente,2022-08-31,Correspondente Bancário,92
10849,21,5766.2,834,Consignado,3860.76,RJ,Adimplente,2023-05-10,Telefone,91
10850,18,5960.61,818,Conta Corrente,961.74,SP,Adimplente,2023-06-24,Correspondente Bancário,110
10851,66,3861.23,571,Consignado,30788.68,MG,Adimplente,2022-09-09,Digital,61
10852,57,6136.96,740,Cartão de Crédito,1322.14,PR,Adimplente,2023-07-02,Telefone,100
10853,49,5210.62,391,Empréstimo Pessoal,30333.18,MG,Adimplente,2022-12-28,Correspondente Bancário,103
10854,51,1823.07,547,Consignado,19311.86,SP,Adimplente,2022-11-08,Digital,94
10855,45,6585.87,850,Consignado,57535.29,SP,Adimplente,2023-11-04,Correspondente Bancário,38
10856,48,6940.79,592,Empréstimo Pessoal,9675.58,SP,Adimplente,2022-10-12,Digital,33
10857,25,6606.73,370,Financiamento Veicular,70760.79,RS,Inadimplente,2022-04-25,Telefone,78
10858,56,5066.66,850,Financiamento Veicular,57845.12,GO,Adimplente,2022-06-29,Agência,34
10859,43,3087.65,734,Investimento,17799.55,MG,Adimplente,2022-05-29,Digital,77
10860,51,1000.0,765,Financiamento Veicular,65073.91,SC,Adimplente,2023-03-27,Correspondente Bancário,93
10861,20,5314.11,503,Financiamento Veicular,18531.18,SP,Adimplente,2022-04-29,Telefone,7
10862,67,7163.88,693,Financiamento Veicular,34588.86,MG,Adimplente,2023-06-30,Correspondente Bancário,30
10863,29,6991.06,689,Seguro,1211.88,PR,Adimplente,2023-03-22,Correspondente Bancário,2
10864,18,6632.15,527,Consignado,38620.6,PE,Adimplente,2023-06-27,Correspondente Bancário,88
10865,61,4851.58,625,Empréstimo Pessoal,46433.81,SP,Adimplente,2023-10-30,Telefone,110
10866,22,7174.93,425,Consignado,86546.12,RJ,Adimplente,2023-08-22,Telefone,51
10867,47,6848.32,598,Previdência,1601.47,BA,Adimplente,2022-07-19,Agência,67
10868,47,4154.73,796,Conta Corrente,313.27,PR,Adimplente,2022-01-09,Agência,107
10869,34,6353.2,538,Cartão de Crédito,1238.5,SP,Adimplente,2022-12-26,Digital,29
10870,65,3928.08,850,Consignado,2372.76,SP,Adimplente,2023-09-01,Digital,85
10871,64,6080.05,435,Investimento,35695.68,PE,Inadimplente,2023-09-12,Digital,17
10872,40,2401.77,611,Seguro,1844.0,PR,Adimplente,2022-09-17,Agência,38
10873,32,2555.58,552,Previdência,1458.17,PR,Adimplente,2022-10-11,Digital,99
10874,54,7116.41,623,Seguro,886.0,PR,Adimplente,2022-10-11,Telefone,100
10875,38,6875.12,850,Empréstimo Pessoal,68477.39,RJ,Adimplente,2022-09-29,Telefone,23
10876,31,6267.22,502,Previdência,1415.45,SP,Adimplente,2023-05-19,Agência,14
10877,19,5175.94,582,Financiamento Veicular,29195.12,MG,Adimplente,2023-03-29,Correspondente Bancário,92
10878,28,1000.0,748,Consignado,1985.77,SP,Adimplente,2023-04-02,Digital,3
10879,68,4850.25,664,Previdência,1899.34,SP,Adimplente,2022-09-30,Digital,20
10880,56,5908.37,676,Conta Corrente,515.38,GO,Adimplente,2023-05-18,Digital,62
10881,55,3930.53,505,Seguro,1310.19,RJ,Inadimplente,2023-12-07,Digital,105
10882,51,3575.01,639,Previdência,1000.16,SP,Adimplente,2022-02-26,Telefone,81
10883,55,7888.84,820,Cartão de Crédito,650.18,RJ,Adimplente,2022-10-24,Telefone,83
10884,67,4879.42,409,Investimento,48408.14,SP,Adimplente,2022-11-03,Digital,90
10885,51,5909.59,545,Seguro,1229.76,GO,Adimplente,2023-03-25,Telefone,95
10886,35,6548.26,378,Investimento,2242.87,SP,Adimplente,2022-09-02,Agência,63
10887,47,2997.13,731,Seguro,1249.53,SP,Adimplente,2023-04-06,Telefone,3
10888,32,5386.41,834,Empréstimo Pessoal,42645.24,RJ,Adimplente,2022-05-02,Telefone,28
10889,44,7639.29,622,Previdência,1611.58,PE,Adimplente,2022-03-15,Agência,5
10890,68,8638.45,499,Financiamento Veicular,45629.28,MG,Adimplente,2022-02-16,Digital,32
10891,51,5079.87,504,Financiamento Veicular,73803.05,SP,Adimplente,2022-04-10,Digital,59
10892,69,4524.11,605,Financiamento Veicular,68157.01,SC,Adimplente,2023-05-25,Digital,77
10893,55,5538.05,605,Investimento,21884.36,SP,Adimplente,2023-11-26,Agência,52
10894,50,5487.27,787,Conta Corrente,321.59,SP,Adimplente,2022-08-07,Agência,98
10895,41,7773.52,550,Empréstimo Pessoal,5851.34,RS,Adimplente,2023-03-02,Telefone,22
10896,32,3007.22,715,Conta Corrente,243.64,MG,Adimplente,2022-05-17,Correspondente Bancário,13
10897,47,4440.25,604,Seguro,1819.44,BA,Adimplente,2022-01-08,Digital,23
10898,59,2765.72,538,Cartão de Crédito,637.23,PR,Adimplente,2023-05-03,Telefone,89
10899,68,2975.81,600,Financiamento Veicular,49000.65,SP,Adimplente,2022-06-28,Telefone,79
10900,34,5753.15,700,Empréstimo Pessoal,35600.08,RS,Adimplente,2022-11-05,Correspondente Bancário,45
10901,22,6619.72,787,Seguro,787.85,SP,Adimplente,2022-04-08,Agência,80
10902,46,3701.22,612,Conta Corrente,464.22,GO,Adimplente,2022-08-02,Agência,36
10903,21,6544.19,469,Empréstimo Pessoal,45158.41,SP,Adimplente,2023-05-01,Agência,64
10904,27,7223.16,800,Financiamento Veicular,18511.79,SP,Adimplente,2022-08-03,Digital,56
10905,34,8869.41,515,Consignado,6719.69,RJ,Adimplente,2023-07-05,Correspondente Bancário,23
10906,27,5139.49,689,Financiamento Veicular,48468.74,BA,Adimplente,2022-08-29,Correspondente Bancário,93
10907,34,3720.47,646,Previdência,1128.6,RS,Adimplente,2022-11-30,Telefone,30
10908,37,2995.06,626,Cartão de Crédito,594.5,RJ,Adimplente,2022-07-24,Digital,49
10909,41,2796.41,577,Investimento,3662.63,SP,Adimplente,2022-08-10,Correspondente Bancário,119
10910,22,7499.56,743,Previdência,704.61,SP,Adimplente,2023-10-10,Telefone,46
10911,51,1969.81,300,Consignado,1916.21,SP,Adimplente,2022-10-15,Agência,18
10912,23,7435.5,820,Cartão de Crédito,1223.8,SC,Adimplente,2022-08-14,Correspondente Bancário,114
10913,19,3263.12,513,Consignado,28719.06,RS,Adimplente,2022-08-24,Agência,12
10914,30,3629.59,711,Seguro,1793.3,SC,Adimplente,2023-04-30,Correspondente Bancário,108
10915,60,4696.89,703,Previdência,1604.27,SP,Adimplente,2022-12-02,Correspondente Bancário,56
10916,60,3592.69,841,Investimento,45773.98,GO,Adimplente,2023-03-04,Agência,6
10917,65,6863.96,680,Empréstimo Pessoal,29794.02,CE,Adimplente,2023-12-15,Digital,106
10918,28,8626.69,526,Cartão de Crédito,673.5,MG,Adimplente,2023-12-11,Agência,94
10919,68,3685.14,409,Seguro,1037.61,PE,Adimplente,2022-04-03,Agência,3
10920,64,4135.52,598,Previdência,1554.96,PR,Adimplente,2023-08-21,Agência,4
10921,40,4673.36,356,Previdência,1811.3,MG,Adimplente,2023-01-15,Agência,81
10922,33,6082.11,556,Previdência,1790.57,PR,Inadimplente,2023-12-09,Digital,43
10923,48,4693.03,606,Empréstimo Pessoal,33061.88,SP,Adimplente,2023-08-13,Telefone,102
10924,28,7774.51,547,Investimento,31402.31,BA,Adimplente,2022-02-26,Digital,66
10925,33,7293.25,656,Conta Corrente,382.95,GO,Adimplente,2022-02-11,Digital,47
10926,25,2629.08,615,Conta Corrente,560.76,SP,Adimplente,2022-05-22,Digital,43
10927,21,6041.94,601,Investimento,37131.62,MG,Adimplente,2023-12-21,Correspondente Bancário,27
10928,57,8040.68,300,Investimento,25674.73,RJ,Adimplente,2022-02-25,Telefone,9
10929,21,4010.44,456,Conta Corrente,501.45,RJ,Adimplente,2023-04-27,Correspondente Bancário,91
10930,42,4411.47,746,Consignado,53131.38,MG,Adimplente,2022-03-09,Telefone,25
10931,20,3943.93,771,Previdência,1846.92,SP,Adimplente,2022-03-20,Correspondente Bancário,14
10932,49,3985.85,374,Financiamento Veicular,47261.37,SP,Adimplente,2023-06-18,Agência,81
10933,20,1663.1,528,Empréstimo Pessoal,8407.59,SP,Adimplente,2023-10-23,Agência,3
10934,44,2343.37,811,Consignado,30772.24,SP,Adimplente,2023-06-17,Digital,83
10935,46,5154.95,542,Conta Corrente,655.76,RJ,Adimplente,2023-05-13,Telefone,76
10936,49,8027.2,633,Previdência,1847.42,MG,Adimplente,2022-09-24,Agência,30
10937,67,3773.28,850,Previdência,1654.62,RJ,Adimplente,2022-12-28,Telefone,37
10938,68,3714.49,596,Previdência,1567.72,PE,Adimplente,2022-06-29,Agência,108
10939,36,8403.04,574,Financiamento Veicular,17674.84,SP,Adimplente,2022-05-10,Digital,57
10940,38,2783.49,626,Consignado,23922.64,RJ,Adimplente,2022-11-21,Agência,45
10941,22,1677.51,850,Financiamento Veicular,49686.79,RJ,Adimplente,2022-01-26,Agência,52
10942,35,3342.97,717,Previdência,1891.72,BA,Adimplente,2023-07-14,Correspondente Bancário,65
10943,45,3674.43,653,Conta Corrente,473.91,PR,Adimplente,2023-08-11,Telefone,86
10944,59,1505.09,571,Financiamento Veicular,37014.49,BA,Adimplente,2023-05-06,Correspondente Bancário,116
10945,39,4743.92,731,Empréstimo Pessoal,15307.08,SP,Adimplente,2022-08-14,Digital,58
10946,38,6896.89,749,Conta Corrente,608.15,SP,Adimplente,2023-06-24,Digital,29
10947,23,2428.09,489,Consignado,20071.29,SP,Adimplente,2023-11-19,Digital,12
10948,18,5175.16,753,Seguro,1404.76,SP,Adimplente,2022-02-27,Telefone,117
10949,22,5791.87,627,Conta Corrente,369.63,RJ,Adimplente,2022-10-19,Correspondente Bancário,45
10950,58,4833.23,654,Conta Corrente,874.3,SP,Adimplente,2023-03-31,Correspondente Bancário,95
10951,29,5371.39,517,Seguro,745.69,SC,Adimplente,2023-03-11,Telefone,94
10952,43,5394.65,590,Seguro,715.46,SP,Adimplente,2023-06-22,Digital,43
10953,63,3374.54,495,Cartão de Crédito,545.32,PE,Adimplente,2022-10-07,Correspondente Bancário,54
10954,51,7997.17,488,Financiamento Veicular,27951.74,MG,Adimplente,2022-10-24,Agência,71
10955,66,7495.51,707,Previdência,1751.88,SP,Adimplente,2023-07-27,Telefone,95
10956,31,7379.82,597,Previdência,731.04,SP,Adimplente,2023-10-18,Digital,107
10957,43,7027.35,455,Previdência,1125.74,SP,Adimplente,2023-12-06,Telefone,83
10958,62,1850.04,850,Investimento,25159.46,SP,Adimplente,2023-09-06,Telefone,96
10959,44,6852.12,481,Conta Corrente,868.35,RS,Adimplente,2023-05-03,Correspondente Bancário,89
10960,26,6311.2,814,Cartão de Crédito,1677.78,RJ,Adimplente,2022-03-01,Digital,19
10961,43,1926.95,429,Conta Corrente,357.39,MG,Inadimplente,2023-01-05,Agência,54
10962,64,4570.18,718,Conta Corrente,529.61,SP,Adimplente,2023-06-11,Telefone,25
10963,39,5553.59,612,Financiamento Veicular,50341.3,BA,Adimplente,2023-12-03,Agência,103
10964,64,8328.63,556,Consignado,12876.59,SP,Adimplente,2022-05-28,Telefone,2
10965,47,6449.45,680,Financiamento Veicular,65622.51,MG,Adimplente,2022-06-16,Telefone,14
10966,60,3270.87,659,Investimento,41747.1,SP,Adimplente,2023-07-27,Agência,79
10967,65,8390.78,528,Cartão de Crédito,735.14,RJ,Adimplente,2022-01-18,Digital,62
10968,34,5087.56,521,Conta Corrente,139.01,SP,Adimplente,2023-09-04,Telefone,67
10969,43,4488.32,414,Conta Corrente,28.76,SP,Adimplente,2022-08-16,Telefone,17
10970,53,4345.76,696,Financiamento Veicular,23147.37,PR,Adimplente,2022-03-22,Telefone,55
10971,18,1752.89,462,Cartão de Crédito,519.59,SP,Inadimplente,2022-04-21,Correspondente Bancário,5
10972,25,4780.46,651,Empréstimo Pessoal,3025.77,MG,Adimplente,2022-01-11,Telefone,97
10973,66,5994.97,739,Cartão de Crédito,1263.0,BA,Adimplente,2023-11-18,Agência,45
10974,52,4229.23,681,Empréstimo Pessoal,40177.82,SP,Adimplente,2022-06-14,Telefone,110
10975,69,5840.9,542,Investimento,5856.18,MG,Adimplente,2022-01-15,Digital,68
10976,32,3271.22,786,Investimento,9416.9,PR,Adimplente,2022-01-05,Telefone,93
10977,64,4718.14,589,Cartão de Crédito,835.48,PE,Adimplente,2023-03-27,Correspondente Bancário,87
10978,39,5633.08,450,Cartão de Crédito,1667.67,SP,Adimplente,2023-06-11,Telefone,30
10979,31,5379.32,607,Seguro,685.42,SP,Adimplente,2022-05-20,Telefone,64
10980,43,1789.07,738,Conta Corrente,82.25,PR,Adimplente,2023-01-30,Digital,37
10981,45,4121.99,549,Previdência,1530.57,RS,Adimplente,2022-08-20,Telefone,71
10982,40,8354.93,782,Seguro,783.18,SP,Adimplente,2023-05-03,Correspondente Bancário,87
10983,31,4015.11,534,Conta Corrente,672.1,SP,Adimplente,2023-06-20,Correspondente Bancário,85
10984,41,5031.62,555,Cartão de Crédito,904.42,SP,Adimplente,2022-04-15,Correspondente Bancário,95
10985,19,4826.49,493,Financiamento Veicular,37011.06,SP,Adimplente,2023-02-18,Agência,16
10986,62,8136.48,753,Investimento,14647.4,SC,Adimplente,2023-08-19,Correspondente Bancário,76
10987,43,7580.74,642,Consignado,41136.1,BA,Adimplente,2023-02-19,Correspondente Bancário,63
10988,31,6615.06,503,Consignado,11612.0,SP,Adimplente,2023-05-25,Correspondente Bancário,30
10989,68,3053.52,591,Financiamento Veicular,68970.31,SP,Adimplente,2022-01-28,Digital,23
10990,24,5718.37,300,Seguro,729.1,RS,Adimplente,2022-04-09,Telefone,98
10991,20,6135.88,767,Cartão de Crédito,1562.87,PR,Adimplente,2023-11-09,Correspondente Bancário,64
10992,64,3602.79,624,Previdência,1714.22,MG,Adimplente,2022-01-19,Telefone,98
10993,40,3258.97,300,Empréstimo Pessoal,13118.74,CE,Adimplente,2023-01-21,Digital,57
10994,63,8410.03,431,Previdência,1335.0,SP,Adimplente,2022-11-07,Agência,114
10995,60,4398.39,587,Financiamento Veicular,35309.88,MG,Adimplente,2022-04-23,Agência,73
10996,64,8229.95,453,Previdência,1213.87,PR,Adimplente,2023-06-03,Correspondente Bancário,8
10997,62,6994.19,769,Seguro,1425.41,SP,Adimplente,2022-10-19,Correspondente Bancário,42
10998,35,5815.75,713,Empréstimo Pessoal,8327.49,SP,Adimplente,2023-08-21,Digital,4
10999,55,5905.06,704,Conta Corrente,345.14,RJ,Adimplente,2022-12-26,Correspondente Bancário,8
11000,52,2199.16,300,Investimento,30034.05,SP,Adimplente,2022-03-09,Telefone,112
11001,68,5413.55,571,Consignado,2580.97,SP,Adimplente,2023-04-17,Agência,85
11002,32,7834.04,545,Seguro,899.93,RS,Adimplente,2023-08-26,Correspondente Bancário,3
11003,42,6362.68,507,Conta Corrente,322.42,RJ,Inadimplente,2023-05-16,Correspondente Bancário,13
11004,54,5308.67,588,Investimento,9164.73,RJ,Adimplente,2023-03-23,Telefone,26
11005,45,8423.87,481,Previdência,1760.57,RS,Adimplente,2022-10-22,Digital,34
11006,27,4629.92,682,Empréstimo Pessoal,37447.86,SP,Adimplente,2022-04-05,Correspondente Bancário,92
11007,56,3760.89,765,Cartão de Crédito,542.26,RS,Adimplente,2023-05-02,Telefone,55
11008,34,5307.66,752,Investimento,32925.3,RJ,Adimplente,2022-11-04,Digital,56
11009,56,6532.93,629,Conta Corrente,251.26,SP,Adimplente,2023-11-19,Correspondente Bancário,98
11010,39,1564.41,850,Financiamento Veicular,52494.81,GO,Adimplente,2023-04-24,Agência,35
11011,43,5569.74,821,Seguro,1283.4,PE,Adimplente,2022-06-01,Digital,31
11012,61,6620.69,635,Financiamento Veicular,69867.93,BA,Adimplente,2022-03-07,Telefone,82
11013,42,4460.72,578,Investimento,41361.82,SC,Adimplente,2022-09-20,Telefone,88
11014,34,7213.93,850,Investimento,8348.15,RJ,Adimplente,2022-11-14,Digital,60
11015,30,6282.37,801,Previdência,1133.03,RS,Adimplente,2022-07-26,Correspondente Bancário,21
11016,37,9282.77,438,Consignado,110165.14,SP,Adimplente,2023-07-18,Telefone,23
11017,42,3498.79,813,Empréstimo Pessoal,27586.52,CE,Adimplente,2022-03-27,Correspondente Bancário,41
11018,21,6661.42,627,Consignado,89709.97,GO,Adimplente,2022-04-03,Correspondente Bancário,51
11019,27,2965.35,521,Financiamento Veicular,48927.24,SP,Adimplente,2023-06-22,Digital,33
11020,20,1769.27,353,Previdência,1399.73,GO,Adimplente,2022-11-17,Agência,43
11021,58,1000.0,610,Seguro,1903.25,SC,Adimplente,2022-04-20,Agência,23
11022,62,6076.65,648,Investimento,21010.4,CE,Adimplente,2022-02-27,Correspondente Bancário,63
11023,35,5368.5,850,Conta Corrente,316.49,PR,Adimplente,2023-12-01,Digital,32
11024,64,4041.9,794,Consignado,22645.02,GO,Adimplente,2022-11-12,Agência,3
11025,53,1452.99,563,Empréstimo Pessoal,10344.87,SC,Adimplente,2022-09-03,Digital,33
11026,64,3619.23,708,Seguro,1854.74,SP,Adimplente,2023-07-02,Telefone,111
11027,39,5008.19,774,Investimento,1385.44,GO,Adimplente,2022-09-19,Correspondente Bancário,39
11028,51,6586.34,663,Cartão de Crédito,938.97,PE,Adimplente,2022-06-14,Agência,118
11029,64,4966.93,562,Previdência,1683.98,RS,Adimplente,2022-03-24,Correspondente Bancário,106
11030,25,5504.12,570,Previdência,1889.75,MG,Adimplente,2023-03-09,Correspondente Bancário,113
11031,57,4247.74,708,Cartão de Crédito,892.07,SC,Adimplente,2023-09-09,Telefone,94
11032,66,8498.45,712,Conta Corrente,761.98,MG,Adimplente,2022-07-08,Digital,81
11033,61,2963.5,606,Previdência,504.61,BA,Adimplente,2022-11-09,Agência,41
11034,36,3601.52,300,Cartão de Crédito,799.73,SP,Adimplente,2023-10-27,Agência,98
11035,59,4015.28,456,Financiamento Veicular,66521.75,SC,Adimplente,2023-05-05,Correspondente Bancário,112
11036,58,6085.41,743,Financiamento Veicular,66969.36,SP,Adimplente,2023-03-01,Telefone,48
11037,54,2922.28,330,Financiamento Veicular,76409.22,RJ,Adimplente,2022-08-18,Correspondente Bancário,3
11038,23,5271.44,828,Empréstimo Pessoal,47896.91,PE,Adimplente,2022-07-23,Agência,34
11039,69,5329.82,805,Financiamento Veicular,54025.53,SP,Adimplente,2023-01-12,Correspondente Bancário,22
11040,43,3611.28,656,Cartão de Crédito,951.17,SP,Adimplente,2023-11-21,Correspondente Bancário,64
11041,51,5659.96,740,Cartão de Crédito,728.27,SP,Adimplente,2022-09-30,Agência,37
11042,62,2984.37,729,Previdência,1784.51,RJ,Adimplente,2022-10-17,Correspondente Bancário,94
11043,23,2765.85,632,Investimento,39830.71,RJ,Adimplente,2022-09-26,Correspondente Bancário,31
11044,54,5199.21,444,Previdência,1374.35,GO,Adimplente,2022-03-29,Telefone,2
11045,50,1680.49,795,Previdência,1961.6,SP,Adimplente,2022-08-06,Telefone,92
11046,39,1000.0,850,Seguro,609.58,PR,Adimplente,2022-02-23,Telefone,43
11047,38,6065.67,469,Investimento,49840.23,MG,Adimplente,2023-09-05,Telefone,91
11048,23,7097.94,438,Empréstimo Pessoal,22169.28,SP,Adimplente,2023-01-15,Correspondente Bancário,17
11049,23,4066.39,629,Empréstimo Pessoal,7737.57,RS,Adimplente,2022-12-14,Telefone,113
11050,65,3663.86,556,Previdência,1565.38,SP,Adimplente,2022-09-24,Telefone,15
11051,21,7011.07,672,Conta Corrente,499.21,SP,Adimplente,2022-10-15,Agência,96
11052,47,2708.92,831,Conta Corrente,902.79,PE,Adimplente,2022-09-28,Telefone,67
11053,28,2273.25,313,Conta Corrente,315.54,RJ,Adimplente,2022-06-04,Agência,72
11054,47,6415.27,850,Previdência,581.85,SP,Adimplente,2023-04-27,Agência,34
11055,48,5018.08,589,Financiamento Veicular,22541.56,PR,Adimplente,2023-05-22,Correspondente Bancário,6
11056,41,7129.75,727,Previdência,1186.64,RJ,Adimplente,2022-06-01,Correspondente Bancário,16
11057,26,1000.0,743,Conta Corrente,180.65,SP,Adimplente,2023-06-05,Telefone,106
11058,20,2198.65,760,Consignado,19661.72,RS,Adimplente,2023-06-23,Agência,99
11059,68,5028.66,659,Financiamento Veicular,31000.23,RJ,Adimplente,2022-04-07,Digital,114
11060,48,5835.35,694,Conta Corrente,394.17,SP,Adimplente,2022-04-19,Digital,108
11061,57,6693.99,693,Conta Corrente,460.23,SP,Adimplente,2023-05-07,Digital,59
11062,54,5349.64,555,Consignado,27105.28,RS,Inadimplente,2023-09-30,Digital,58
11063,53,5329.31,386,Conta Corrente,211.37,PE,Inadimplente,2023-10-22,Agência,37
11064,41,4221.2,467,Conta Corrente,547.16,BA,Adimplente,2022-04-05,Digital,52
11065,48,8181.81,634,Consignado,11856.64,SP,Adimplente,2022-06-16,Correspondente Bancário,50
11066,23,2793.95,532,Seguro,680.9,SP,Adimplente,2023-03-19,Agência,95
11067,19,5718.04,532,Consignado,31436.4,GO,Inadimplente,2023-01-12,Agência,66
11068,37,3024.38,850,Investimento,24345.54,MG,Adimplente,2023-03-10,Correspondente Bancário,12
11069,45,6069.56,779,Seguro,1151.16,SC,Adimplente,2022-02-11,Agência,66
11070,28,2925.96,612,Conta Corrente,647.61,CE,Adimplente,2023-05-23,Agência,68
11071,21,6487.63,751,Cartão de Crédito,614.52,SP,Adimplente,2022-11-04,Correspondente Bancário,20
11072,32,5224.21,587,Financiamento Veicular,69699.97,PR,Adimplente,2022-10-30,Telefone,73
11073,23,8489.28,667,Empréstimo Pessoal,44071.77,MG,Adimplente,2023-02-27,Digital,13
11074,66,4437.96,716,Previdência,1033.19,PR,Adimplente,2023-05-31,Telefone,3
11075,47,5849.93,587,Cartão de Crédito,725.33,BA,Adimplente,2023-02-07,Correspondente Bancário,6
